no,w1,w2,w3,industry,scale,q1,q1b_1,q1b_2,q1b_3,q1b_4,q1b_5,q1b_6,q1b_7,q1b_8,q1b_9,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2b,q2bb_1,q2bb_2,q2bb_3,q2bb_4,q2bb_5,q2bb_6,q2bb_7,q2bb_8,q2bb_9,q2bb_10,q3,q3a,q4,q4b_1,q4b_2,q4b_3,q4b_4,q4b_5,q4b_6,q4b_7,q4b_8,q4b_9,q4b_10,q5,q5a,q5b,q5c_1,q5c_2,q5c_3,q5c_4,q5c_5,q5c_6,q5c_7,q5c_8,q5c_9,q5d,q5e_1,q5e_2,q5e_3,q5e_4,q5e_5,q5e_6,q5e_7,q5e_8,q5e_9,q6,q6a_2,q6a_3,q6a_4,q6a_5,q6b,q6q6b,q7a,q7b,q7b_1,q7b_2,q7c,q7c_1,q7c_2,q7c_3,q8a0,q8a,q8b0,q8b,q8c0,q8c,q9,q9a2,q9a3,q10,q11,q11a1,q11b1,q11a2,q11b2,q11a3,q11b3,q12_1,q12_2,q12_3,q12_4,q12_5,q12_6,q13,q14_1,q14_2,q14_3,q14_4,q14_5,q15_1,q15_2,q15_3,q15_4,q15_5,q15_6,q15_7,q16,q16a,q16b_1,q16b_2,q16b_3,q16b_4,q16b_5,q17,q17a_1,q17a_2,q17a_3,q17a_4,q17a_5,q17a_6,q17a_7,q17a_8,q17a_9,q18a,q18b,q18c,q18d,q18e,q18f,q19,q19a,q20_1,q20_2,q20_3,q21,q21a_1,q21a_2,q21a_3,q21a_4,q21a_5,q21a_6,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q23,q23a,q23b,q23c,q23ca,q23caa,q23cb,q24,q24a_1,q24a_2,q24a_3,q24a_4,q24a_5,q24a_6,q24a_7,q24a_8,q24a_9,q24a_10
BC20486,9.91836734693878,11.7970049916805,106.173044925125,3,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,9,9,0,0,0,27,36,9,168,168,0,24000,24000,0,0,2, ,2, ,2, ,1, , ,1,1,1, , , , , ,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,2, ,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BC20487,9.91836734693878,11.7970049916805,58.9850249584025,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,5,0,5,0,0,31,36,9,168,168,0,26000,24000,0,2000,2, ,1,5,2, ,1, , ,1,1,2,2500, , , , ,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,3,1,2,1,2,1,0,0,2,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1, , , , , , ,2,1,0,0,0,0,0,1,0,0,0
BC20488,9.91836734693878,11.7970049916805,129.767054908486,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,11,0,11,0,0,32,43,9,168,168,0,30100,28800,0,1300,1,3,1,6,2, ,1, , ,1,1,2,2500, , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,2, ,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,1,0,0,0,0,0,0,0,0,0
BC20489,9.91836734693878,11.7970049916805,106.173044925125,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,9,9,0,0,0,31,40,9,168,168,0,24000,24000,0,0,2, ,2, ,2, ,1, , ,1,2, , ,2,1500, , ,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,2, ,0,0,1,2,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BC20491,9.91836734693878,11.7970049916805,58.9850249584025,3,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1, ,1,1,0,1,0,0,0,1,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,1,0,1,1,1,1,1,0,5,5,0,0,0,29,34,9,178,168,10,32500,31000,1500,0,1,2,1,2,1,2,4, , ,2,1,1, , , , , ,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,2,2,2, ,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BC20492,9.91836734693878,11.7970049916805,165.158069883527,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,14,14,0,0,0,27,41,9,189,168,21,26800,24000,2800,0,1,5,1,6,2, ,2,1, ,1,1,1, , , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2, ,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,1,0,1,0,0,0,0,0,0,0
BC20495,9.91836734693878,11.7970049916805,153.361064891847,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,13,0,0,13,0,50,63,9,168,168,0,24000,24000,0,0,2, ,2, ,1,4,2,1, ,1,1,2,1000, , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,3,2,2,1,2,1,1,0,2,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1, , , , , , ,2,0,0,0,0,0,1,0,0,0,0
BC20499,9.91836734693878,11.7970049916805,129.767054908486,3,2,2,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,11,11,0,0,0,50,61,9,168,168,0,24000,24000,0,0,1,4,1,4,1,2,1, , ,1,1,2,2400, , , , ,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,0,0,2,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BC20500,9.91836734693878,11.7970049916805,82.5790349417635,3,2,2,1,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,3,3,1,1,0,1,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,1,0,0,0,0,0,0,7,4,1,2,0,43,50,9,170,168,2,24289,24000,289,0,2, ,1,3,2, ,2,1, ,1,1,2,2100, , , , ,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,4,3,4,3,3,1,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,1,0,1,0,0,0,0,0,0,0
BC20502,9.91836734693878,11.7970049916805,129.767054908486,3,2,2,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,11,11,0,0,0,40,51,9,214,168,46,30000,24000,6000,0,2, ,1,3,2, ,2,1, ,1,1,2,2500, , , , ,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,3,1,1,1,1,1,2,1,0,1,0,1,0,0,0,0,2,2,2,4,3,2,1,2,1,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,0,0,1,0,0,0,0,0,0,0
BC20505,9.91836734693878,11.7970049916805,70.782029950083,3,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,1,1,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,1,0,0,0,0,0,0,6,6,0,0,0,46,52,9,204,168,36,36012,24000,6012,6000,1,3,1,3,1,2,2,1, ,1,2, , ,1, , , ,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,2,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BC20511,9.91836734693878,11.7970049916805,306.722129783693,3,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,1,0,0,0,0,0,0,0,26,26,0,0,0,40,66,9,210,168,42,32713,25785,5628,1300,1,5,1,7,2, ,2,1, ,1,1,2,1500, , , , ,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,3,1,1,1,0,0,2,0,0,0,0,1,0,0,0,0,2,2,3,3,2,2,1,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,1,0,1,0,0,0,0,0,0,0
BC20514,9.91836734693878,11.7970049916805,153.361064891847,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,13,0,10,3,0,38,51,9,168,168,0,25000,24000,0,1000,1,6,1,6,2, ,2,1, ,1,1,2,2500, , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,2,3,3,3,3,2, ,0,0,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BC20517,9.91836734693878,11.7970049916805,424.692179700498,3,2,2,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,7,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,36,13,20,3,0,57,93,9,200,168,32,29951,24000,4651,1300,1,2,1,2,1,2,3, ,1,1,1,2,2500, , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3,1,1,1,1,0,2,0,0,0,0,1,0,0,0,0,2,3,3,3,3,3,2, ,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,1,0,0,0,0,0,0,0,1,0
BC24951,9.91836734693878,11.7970049916805,94.376039933444,3,2,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,5,2,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,8,0,0,0,24,32,9,213,168,45,33176,26000,7176,0,2, ,1,7,2, ,2,1, ,1,1,1, , , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,2,2,2,4,3,2,2, ,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,0,0,1,0,0,0,0,0,0,0
BC24953,9.91836734693878,11.7970049916805,70.782029950083,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,1,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,1,0,0,0,0,0,0,6,0,6,0,0,25,31,9,189,168,21,29674,26860,2814,0,2, ,1,7,1,3,1, , ,1,1,2,2500, , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,3,2,2, ,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,0,0,1,0,0,0,0,0,1,0
BC24954,9.91836734693878,11.7970049916805,70.782029950083,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,6,6,0,0,0,24,30,9,168,168,0,24000,24000,0,0,2, ,2, ,2, ,1, , ,1,1,1, , , , , ,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BC24955,9.91836734693878,11.7970049916805,106.173044925125,3,2,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0, ,0,0,0,0,0,0,0,0,0,9,9,0,0,0,25,34,9,210,168,42,29628,24000,5628,0,2, ,1,4,2, ,1, , ,1,1,2,2500, , , , ,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,2,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,1,0,0,0,1,0,0,0,0,0
BC24960,9.91836734693878,11.7970049916805,94.376039933444,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,8,8,0,0,0,26,34,9,213,168,45,30000,24000,6000,0,2, ,2, ,2, ,1, , ,1,2, , ,1, , , ,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,3,1,1,1,0,0,2,0,0,0,0,1,0,0,0,0,1,2,2,4,2,1,1,2,1,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,0,0,1,0,0,1,0,0,0,0
BC24964,9.91836734693878,11.7970049916805,94.376039933444,3,2,2,1,1,0,1,0,0,0,0,0,2,1,0,1,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,4,8,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,8,0,8,0,0,40,48,9,214,168,46,31000,24000,7000,0,2, ,1,4,1,2,2,1, ,1,1,2,2500, , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,4,3,3,3,3,2, ,0,0,1,2,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BC24969,9.91836734693878,11.7970049916805,129.767054908486,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,11,11,0,0,0,25,36,9,210,168,42,29628,24000,5628,0,1,2,1,4,2, ,2,1, ,1,1,2,2500, , , , ,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2, ,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,1,0,1,0,0,0,0,0,0,0
BC24970,9.91836734693878,11.7970049916805,106.173044925125,3,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,2,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,9,9,0,0,0,31,40,9,208,168,40,29880,24000,5880,0,2, ,2, ,2, ,1, , ,1,1,2,1000, , , , ,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,1,2,1,0,0,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1, , , , , , ,2,0,0,1,0,0,0,0,0,1,0
BC24971,9.91836734693878,11.7970049916805,106.173044925125,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,0,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,9,0,0,9,0,31,40,22,64,64,0,24000,24000,0,0,1,5,1,6,2, ,1, , ,1,1,1, , , , , ,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,3,1,1,1,1,0,2,0,0,0,1,0,1,0,0,0,1,2,2,1,1,1,1,1,1,1,0,2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BC24975,9.91836734693878,11.7970049916805,129.767054908486,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0, ,0,0,0,0,0,0,0,0,0,11,1,3,7,0,33,44,9,189,168,21,26814,24000,2814,0,1,1,1,2,1,2,3, ,1,1,1,1, , , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,3,2,2,2, ,0,0,1,2,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BC24978,9.91836734693878,11.7970049916805,212.346089850249,3,2,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,1,0,0,0,0,0,1,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,1,0,1,0,0,0,0,0,18,0,18,0,0,31,49,9,214,168,46,31528,24000,6778,750,1,1,1,3,1,2,2,1, ,1,1,2,2500, , , , ,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,2,0,1,0,0,1,0,1,1,0,1,2,2,4,3,2,1,1,0,1,0,2,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1, , , , , , ,2,0,1,1,0,0,0,0,0,1,0
BC24979,9.91836734693878,11.7970049916805,47.188019966722,3,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,4,0,0,4,0,40,44,9,203.5,168,35.5,30300,24000,5000,1300,1,5,1,7,1,2,2,1, ,1,1,2,2100, , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,1,1,0,0,1,2,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BC24982,9.91836734693878,11.7970049916805,165.158069883527,3,2,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,4,1,1,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,14,14,0,0,0,40,54,9,192.5,168,24.5,29972,26105,3867,0,1,4,1,6,2, ,2,1, ,1,1,2,2400, , , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2, ,1,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1, , , , , , ,2,1,0,1,0,0,0,0,0,0,0
BC24986,9.91836734693878,11.7970049916805,165.158069883527,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,14,0,14,0,0,57,71,9,198,168,30,28500,24000,4500,0,1,3,1,4,2, ,2,1, ,1,1,2,2500, , , , ,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,1,2,1,2,1,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BC24991,9.91836734693878,11.7970049916805,224.14309484193,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,6,1,1,0,1,1,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,19,19,0,0,0,42,61,9,210,168,42,29586,24000,5586,0,1,4,1,4,1,3,3, ,2,1,1,2,2500, , , , ,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,2,1,1,1,1,0,2,0,1,0,0,1,0,0,0,0,3,3,3,3,3,3,1,2,1,0,0,2,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1, , , , , , ,2,1,0,1,0,0,0,0,0,0,0
BC24992,9.91836734693878,11.7970049916805,283.128119800332,3,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1, ,1,1,0,0,1,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,24,24,0,0,0,67,91,9,168,168,0,24000,24000,0,0,2, ,2, ,2, ,1, , ,1,1,2,2500, , , , ,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BC24993,9.91836734693878,11.7970049916805,200.549084858569,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,10,1,1,0,0,1,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,17,17,0,0,0,57,74,9,208,168,40,32985,24300,6885,1800,2, ,1,3,1,2,2,2, ,1,1,2,2500, , , , ,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2, ,1,0,0,2,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1, , , , , , ,2,1,0,1,0,0,0,0,1,1,0
BC24997,9.91836734693878,11.7970049916805,200.549084858569,3,2,2,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,17,17,0,0,0,57,74,9,198,168,30,28341,24000,4341,0,2, ,2, ,1,2,2,1, ,1,1,2,2500, , , , ,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,1,0,0,0,0,0,0,0,0,0
BC25003,9.91836734693878,11.7970049916805,460.08319467554,3,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,39,19,18,2,0,57,96,9,198,168,30,28317,24000,4317,0,2, ,2, ,2, ,1, , ,1,1,2,2500, , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,3,3,2,1,2,1,0,0,2,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BC30521,5.625,6.52250803858521,293.512861736334,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,45,45,0,0,0,67,112,9,200,168,32,29006,24000,5006,0,1,3,1,3,1,2,2,1, ,2,1,2,2500, , , , ,0,0,0,1,0,0,3,1,1,1,0,0,1,1,0,1,1,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,0,2,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1, , , , , , ,2,1,0,1,1,0,1,0,0,1,0
