no,w,t1,t2,t19,country,gender,age,q1,q1a_1,q1a_2,q1a_3,q1a_4,q1a_5,q1a_6,q1a_7,q1a_8,q1a_9,q1a_10,q1a_11,q1a_12,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2a_9,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q4,q5,q6,q6a_1,q6a_2,q6a_3,q6a_4,q6a_5,q7,q8a,q8b,q8c,q8d,q8e,q9_0_1,q9_1_1,q9_2_1,q9_3_1,q10,q10a,q11,n12,q13,q13a_1_1,q13a_1_2,q13a,n14,n14a_1_1,n14a_2_1,n14b_1_1,n14b_1_2,q15,q15a_1_1,q15a_1_2,q15b,q15c_1,q15c_2,q15c_3,q15c_4,q151,q151a,q16,q16a,q17,q17a,q18,q18a_1,q18a_2,q18a_3,q18a_4,q18b,q19,q19a,q19b_1,q19b_3,q19b_4,q20a,q20b,q20c,q20d,q20e,q20f,q20g,q21a_1,q21a_2,q21b_1,q21b_2,q21c_1,q21c_2,q21d_1,q21d_2,q21e_1,q21e_2,q21f_1,q21f_2,q21g_1,q21g_2,q21h_1,q21h_2,q22,q22a,q22b_1,q22b_2,q22b_3,q22b_4,q22b_5,q22b_6,q22b_7,q22b_8,q22c,q22d,q23,q23a,q24_1,q24_2,q24_3,q25,q25a_1,q25a_2,q25a_3,q25a_4,q25a_5,q25a_6,q25a_7,q25a_8,q26_1,q26_2,q26_3,q26_4,q26_5,q26_6,q26_7
B0210909,69.3613543649443,2,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,3,2,2,2,1,1,19268,17000,2268,0,1, ,1,1,1,6,0,6,2,6,21,7,0,3, , ,1,1,0,0,0,1, ,1,1,3, ,1,1,0,0,0,3,1, ,0,0,0,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B0210913,68.3667037116043,2,3,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,5,1,0,0,0,0,0,3,2,3,1,1,2,22835,19500,2835,500,1, ,1,1,2, , ,0,1,9,22,1,40,3, , ,1,1,1,0,0,1, ,1,5,1,2,1,1,1,0,0,1,1, ,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,0,2,4,2, ,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
B0210917,68.3667037116043,2,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,3,2,3,2,1,1,19835,17000,2835,0,2,1,1,1,1,8,0,8,2,8,20,2,0,3, , ,1,1,0,0,0,1, ,1,1,1,2,1,1,0,0,0,1,1, ,0,0,0,2,2,3,2,2,2,2,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,2,0,0,0,1,0,1,0,0,2,2,2, ,0,0,1,2,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0
B0210918,68.3667037116043,2,3,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,3,2,3,1,1,2,19500,17000,2268,232,1, ,1,1,2, , ,0,2,7,21,1,40,3, , ,1,1,0,0,0,1, ,2, ,3, ,1,1,0,0,0,1,1, ,0,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,0,1,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B0210922,69.3613543649443,2,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3,2,2,2,1,1,21532,19000,2532,0,1, ,2,1,2, , ,0,2,7,20,3,0,3, , ,1,1,0,0,0,1, ,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0
B0210924,68.3667037116043,2,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,3,2,3,3,1,1,19268,17000,2268,0,1, ,1,1,1,4,0,4,1,6,22,6,0,2,1,10,1,0,0,0,0,2,1,1,1,3, ,1,1,0,0,0,1,1, ,0,0,0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,4,2,2, ,1,1,0,2,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
B0210925,68.3667037116043,2,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,3,2,3,1,1,1,18701,17000,1701,0,1, ,1,1,1,6,0,6,2,7,21,1,40,2,1,10,1,0,0,0,0,1, ,1,5,1,2,1,1,0,1,0,2,1, ,0,0,0,2,2,2,2,2,2,2,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,2,1,1,1,0,1,1,0,0,2,4,1,2,0,0,1,2,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0
B0210931,68.3667037116043,2,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,5,5,1,0,0,0,0,0,3,2,3,1,1,1,19768,17000,2268,500,1, ,1,1,1,3,0,3,2,7,21,1,40,3, , ,1,1,0,0,0,1, ,1,2,1,2,1,1,0,0,0,2,1, ,0,0,0,2,3,2,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,0,0,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
B0210937,69.3613543649443,2,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,3,2,2,1,1,1,17000,17000,0,0,1, ,2,1,1,3,0,3,2,7,22,6,0,1,4,10, ,0,0,0,0,1, ,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,0,0,2,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0
B0210938,69.3613543649443,2,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,3,2,2,1,1,1,18701,17000,1701,0,1, ,1,1,1,5,0,5,1,6,21,3,0,2,1,2.5,1,0,0,0,0,2,1,1,2,3, ,1,1,1,1,0,2,1, ,0,0,0,5,4,4,5,3,4,3,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,2,0,1,1,0,1,1,1,0,1,4,1,2,0,0,1,2,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
B0210939,71.0260392910599,2,3,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,6,2,0,1,1,0,0,3,2,4,1,1,1,19268,17000,2268,0,1, ,1,1,2, , ,0,1,8,17,3,40,3, , ,1,1,0,0,0,1, ,2, ,2, ,1,1,0,1,0,1,1, ,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
B0210942,69.3613543649443,2,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3,2,2,1,1,1,19268,17000,2268,0,1, ,1,1,1,3,0,3,1,9,20,1,0,2,1,11,1,0,0,0,0,1, ,1,1,3, ,1,1,0,0,0,1,1, ,0,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,0,1,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B0210943,68.3667037116043,2,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,3,2,3,2,1,1,19201,17000,1701,500,1, ,1,1,2, , ,0,2,7,21,1,40,2,1,11,1,0,0,0,0,1, ,1,1,3, ,1,1,1,0,0,3,1, ,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
B0210944,69.3613543649443,2,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,2,1,0,0,0,0,3,2,2,2,1,1,20134,17000,1134,2000,1, ,1,1,1,2,0,2,2,7.5,21,1,30,2,2,10,1,0,0,0,0,1, ,1,1,3, ,1,1,1,1,0,1,1, ,0,0,0,2,1,2,5,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
B0210946,69.3613543649443,2,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,3,2,2,2,1,1,19768,17000,2268,500,1, ,1,1,1,6,0,6,2,6.5,21,3,0,3, , ,1,0,0,1,0,2,1,1,1,3, ,1,1,0,0,0,2,1, ,0,0,0,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,1,1,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
B0210947,69.3613543649443,2,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,3,2,2,2,1,1,18134,17000,1134,0,1, ,1,1,1,4,0,4,1,8,20,2,0,2,2,10,1,0,0,0,0,1, ,1,1,3, ,1,1,1,0,0,2,1, ,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,1,2,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
B0210950,68.3667037116043,2,3,1,1,2,3,2,0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,4,1,0,0,0,0,0,3,2,3,1,1,1,22668,20000,2668,0,2,1,1,1,1,1,0,1,1,8,21,5,0,3, , ,1,1,1,0,0,1, ,2, ,1,2,1,1,1,1,0,1,1, ,0,0,0,3,3,2,3,2,3,2,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,0,1,0,0,0,1,0,0,3,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
B0210951,68.3667037116043,2,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,4,2,1,0,0,0,0,3,2,3,2,1,1,20135,17300,2835,0,1, ,1,1,2, , ,0,1,8,21,4,0,2,3,6,1,0,0,0,0,1, ,1,3,1,2,1,1,0,1,0,2,1, ,0,0,0,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,2,0,1,1,0,1,0,0,0,3,2,1,2,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
B0210955,68.3667037116043,2,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3,2,1,0,0,0,0,3,2,3,1,1,1,19201,17000,1701,500,2,1,1,1,2, , ,0,2,10,20.5,2,0,2,1,11,1,0,0,0,0,1, ,1,1,2, ,1,1,0,1,0,2,1, ,0,0,0,3,3,3,3,1,3,2,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B0210957,71.0260392910599,2,3,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,3,2,1,0,0,0,0,3,2,4,1,1,1,18000,17000,0,1000,1, ,1,1,2, , ,0,2,8,21,3,0,1,4,4, ,0,0,0,0,1, ,1,3,1,2,1,1,0,0,0,1,1, ,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
B0210958,68.3667037116043,2,3,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,3,2,3,1,1,2,22268,17000,2268,3000,1, ,1,1,2, , ,0,2,7,21,1,40,2,1,10,1,0,0,0,0,1, ,1,3,1,3,1,1,1,0,0,1,1, ,0,0,0,2,3,3,3,3,3,3,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,2,1,1,1,0,1,1,1,0,2,1,2, ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B0210959,68.3667037116043,2,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,3,2,3,2,1,1,19268,17000,2268,0,1, ,2,1,1,2,0,2,2,7,20,4,30,3, , ,1,1,0,0,0,1, ,1,1,1,2,1,1,1,0,0,1,1, ,0,0,0,3,3,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,0,2,2,2, ,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
B0210961,69.3613543649443,2,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,3,1,2,1,0,0,0,0,3,2,2,1,1,2,19835,17000,2835,0,1, ,1,1,1,2,0,2,1,9,22,3,0,3, , ,1,1,0,0,0,1, ,1,1,3, ,1,1,1,0,0,2,1, ,0,0,0,2,1,1,2,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
B0210962,68.3667037116043,2,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,3,2,1,1,0,0,0,3,2,3,1,1,1,21835,17000,2835,2000,1, ,1,2,1,2,0,2,2,7,24,5,0,2,2,10,1,0,0,0,0,1, ,1,1,1,2,1,1,1,0,0,2,1, ,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,2,0,1,0,0,0,0,0,0,1,1,2, ,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
B0210964,69.3613543649443,2,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,2,1,0,0,0,0,3,2,2,2,1,1,19201,17000,1701,500,1, ,1,1,1,2,0,2,2,7,21,1,0,2,1,11,1,0,0,0,0,2,1,1,1,3, ,1,0,1,0,0,1,1, ,0,0,0,2,3,2,3,2,3,2,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
B0210965,68.3667037116043,2,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,4,1,0,0,0,0,0,3,2,3,1,1,1,18701,17000,1701,0,2,1,1,1,2, , ,0,2,8,20,3,30,2,1,10,1,0,0,0,0,2,1,1,1,1,2,1,1,0,0,0,2,1, ,0,0,0,2,3,3,2,2,2,2,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
B0210966,68.3667037116043,2,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,3,2,3,1,1,1,19201,17000,1701,500,1, ,1,1,1,2,0,2,2,6.5,21,5,30,2,1,10,1,0,0,0,0,1, ,1,5,1,1,1,1,0,0,0,1,1, ,0,0,0,2,2,2,2,2,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,3,1,2, ,1,0,0,2,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0
B0210967,71.0260392910599,2,3,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,4,2,1,1,1,0,0,3,2,4,2,1,1,22700,18000,2400,2300,1, ,1,1,2, , ,0,2,6,21,1,40,3, , ,1,1,1,0,0,1, ,1,5,2, ,1,1,1,0,0,1,1, ,0,0,0,1,3,2,3,1,2,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
B0210969,69.3613543649443,2,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,3,2,2,1,1,1,19201,17000,1701,500,1, ,2,1,2, , ,0,1,7,21,2,0,2,1,10,1,0,0,0,0,2,1,1,1,3, ,1,1,1,0,0,1,1, ,0,0,0,2,3,2,3,3,3,3,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,2,1,1,1,0,0,1,1,0,2,1,2, ,0,0,1,2,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0
B0210975,69.3613543649443,2,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,4,2,1,1,0,0,0,3,2,2,1,1,1,18701,17000,1701,0,1, ,1,1,2, , ,0,1,7,20.3,2,0,2,1,10,1,0,0,0,0,2,1,2, ,3, ,1,1,1,0,0,2,1, ,0,0,0,3,2,2,3,3,3,3,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
B0210981,68.3667037116043,2,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,4,2,1,0,0,0,0,3,2,3,2,1,1,19201,17000,1701,500,1, ,1,1,1,3,0,3,2,7,21,1,40,2,1,11,1,0,0,0,0,1, ,1,5,1,1,1,1,0,0,0,1,1, ,0,0,0,5,4,5,5,4,3,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
B0210983,69.3613543649443,2,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,4,2,1,1,1,1,0,3,2,2,2,1,2,20249,17500,1749,1000,1, ,1,1,1,5,0,5,2,7,21,1,30,2,1,10,1,0,0,0,0,1, ,2, ,2, ,1,1,1,0,0,2,1, ,0,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,0,2,4,2, ,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
B0210984,69.3613543649443,2,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,3,2,2,1,1,2,29499,25000,2499,2000,1, ,1,1,1,1,0,1,2,9,23,1,30,2,1,10,1,0,0,0,0,1, ,1,1,3, ,1,1,1,1,0,1,1, ,0,0,0,3,3,3,3,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,0,1,1,0,0,3,1,2, ,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B0210985,71.0260392910599,2,3,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,4,2,1,0,0,0,0,3,2,4,1,1,1,19800,18000,1800,0,1, ,1,1,1,3,0,3,2,8,22,4,0,2,1,8,1,0,0,0,0,1, ,2, ,2, ,1,1,1,0,1,2,1, ,0,0,0,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,1,0,1,1,0,1,1,2, ,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
B0210986,69.3613543649443,2,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,6,2,1,1,1,0,0,3,2,2,2,1,2,20000,17000,3000,0,1, ,1,1,1,3,0,3,2,7,21,1,30,2,1,11,1,0,0,0,0,1, ,1,1,3, ,1,1,1,1,0,1,1, ,0,0,0,2,2,2,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
B0210987,68.3667037116043,2,3,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,3,1,0,0,0,0,0,3,2,3,1,1,2,19835,17000,2835,0,1, ,1,1,2, , ,0,1,7,20,1,30,3, , ,1,1,0,0,0,1, ,2, ,2, ,1,1,1,0,0,2,1, ,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,0,2,4,2, ,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
B0210988,68.3667037116043,2,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,2,1,0,1,0,0,3,2,3,2,1,1,20335,17000,2835,500,1, ,2,2,1,2,0,2,2,7,24,1,40,3, , ,1,1,1,0,0,1, ,1,3,1,2,1,1,0,0,0,1,1, ,0,0,0,2,3,2,3,2,3,2,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,2,1,1,0,1,1,1,1,0,2,1,2, ,1,0,0,2,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
B0210989,68.3667037116043,2,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,3,2,3,1,1,1,19768,17000,2268,500,1, ,1,1,1,3,0,3,2,7,21,1,40,2,1,11,1,0,0,0,0,1, ,2, ,3, ,1,1,0,0,0,2,1, ,0,0,0,3,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
B0210992,71.0260392910599,2,3,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,3,2,4,1,1,1,19268,17000,2268,0,2,2,1,1,1,3,0,3,1,7,20,1,40,2,1,11,1,0,0,0,0,1, ,1,1,3, ,1,1,1,0,0,2,1, ,0,0,0,1,1,1,2,1,2,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,0,1,1,2, ,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
B0210994,68.3667037116043,2,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,2,1,0,0,0,0,3,2,3,1,1,1,19268,17000,2268,0,1, ,1,1,2, , ,0,2,5,21,4,0,3, , ,1,1,0,0,0,1, ,2, ,2, ,1,1,1,0,0,1,1, ,0,0,0,1,2,2,3,2,2,2,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
B0210996,69.3613543649443,2,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,1,0,0,0,0,0,3,2,2,2,1,1,19268,17000,2268,0,1, ,2,1,2, , ,0,2,7,21,1,30,3, , ,1,1,0,0,0,1, ,1,2,1,1,1,0,1,0,0,2,1, ,0,0,0,2,1,2,2,2,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,4,2, ,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
B0210997,69.3613543649443,2,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2,1,0,0,0,0,3,2,2,1,1,2,18634,17000,1134,500,1, ,2,1,2, , ,0,2,7,21,1,30,2,2,11,1,0,0,0,0,2,1,1,5,3, ,1,1,0,0,0,1,1, ,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,0,0,1,1,1,0,3,2,2, ,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
