no,w,county,q1,q1a_1,q1a_2,q1a_3,q1a_4,q1a_5,q1a_6,q1a_7,q1a_8,q1a_9,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2a_9,q2a_10,q2a_11,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q4,q5,q6,q6a_1,q6a_2,q6a_3,q6a_4,q6a_5,q7,q8a,q8b,q8c,q8d,q8e,q9,q9a,q10,q11,q11a_1,q11a_2,q11a_3,q12,q12a2,q12b,q12c_1,q12c_2,q12c_3,q12c_4,q121,q121a,q13,q13a_1,q13a_2,q14,q14a_1,q14a_2,q14b_1,q14b_2,q15,q15a,q16,q16a,q17,q17a_1,q17a_2,q17a_3,q17a_4,q17a_5,q17b_1,q17b_2,q17b_3,q18,q18a,q18b_1,q18b_2,q18b_3,q18b_4,q18b_5,q18b_6,q18b_7,q18b_8,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q20,q20a,q20b_1,q20b_2,q20b_3,q20b_4,q20b_5,q20b_6,q20b_7,q20b_8,q20c,q20d,q21,q21a,q22_1,q22_2,q22_3,q23,q23a_1,q23a_2,q23a_3,q23a_4,q23a_5,q23a_6,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q25,q25b,q25ba,q25baa,q25baao,q25bb
113767,53.35511631,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,2,2,1,1,1,1, ,2,23000,20000,3000,0,3, ,1,1,0,0,0,1, ,1,4,30,2,9,6,2,0,2, ,3, ,1,1,1,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,3,2,2,2,1,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,1,1,1,0,0,1,0,1,1,0,0,0,1, , , , , 
113790,53.36167925,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,4,1,1,2,1, ,1,19268,17000,2268,0,2,10,1,0,0,0,0,2,1,1,2,0,2,8,9,4,0,1,1,3, ,1,1,1,1,1,1,0,1,0,1, ,0,0,0,0,0,0,0,0,2,3,2,3,2,3,2,1,3,1,0,1,1,0,0,0,0,2,1,1,2,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,1,1, , , , , 
113897,53.50901823,14,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,5,1,0,0,0,0,0,1,2,3,1,1,1,1, ,1,22398,20130,2268,0,3, ,1,1,0,0,0,1, ,2, , ,1,6,7,5,0,1,1,1,2,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,4,4,4,4,4,5,4,1,3,0,1,1,1,0,0,0,0,1,4,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
113963,50.60544622,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,1,2,1,1,1, ,1,18701,17000,1701,0,2,12,1,0,0,0,0,2,1,2, , ,2,6,6,3,0,1,1,3, ,1,1,1,1,1,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,1,1,2,2,2,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,2,2, , , ,4
113999,53.2302111,3,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,3,1,1,1,1, ,1,20268,17000,2268,1000,3, ,1,1,0,0,0,1, ,1,2,0,1,9,6,3,0,1,3,1,2,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,3,1,0,1,1,0,0,0,0,2,1,2, ,1,1,0,2,0,0,0,1,0,0,0,1,1,1,0,0,0,1, , , , , 
114113,49.17738088,5,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,3,2,1,0,0,0,0,1,2,3,1,1,1,1, ,2,20268,17000,2268,1000,3, ,1,1,0,0,0,1, ,1,1,0,2,7,8,4,0,1,1,3, ,1,1,0,1,1,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,1,3,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3, , , , 
114473,52.18705664,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,2,3,1,1,1,1, ,1,25898,20130,2268,3500,3, ,1,0,0,1,0,2,1,2, , ,2,7,7,5,0,1,1,2, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1, , , , , 
114474,70.94029221,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,1,0,0,0,0,0,1,2,4,1,2,2,1, ,1,19400,17000,2400,0,2,12,1,0,0,0,0,2,1,2, , ,1,8,8,4,0,2, ,3, ,1,1,1,1,1,0,1,0,0,1, ,0,0,0,0,0,0,0,0,3,4,3,3,3,3,3,1,1,1,0,0,0,0,0,0,0,2,1,2, ,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,1, , , , , 
114490,53.2302111,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,2,1,0,0,0,0,0,1,2,3,2,1,1,1, ,1,20000,17732,2268,0,3, ,1,0,0,1,0,2,1,1,3,0,2,8,10,4,0,1,1,2, ,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,2, ,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1, , , , , 
114709,53.2302111,3,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,2,2,2,1,0,0,0,0,1,2,3,2,1,1,1, ,1,20835,17000,2835,1000,3, ,1,1,0,1,0,2,1,2, , ,2,7,8,4,0,1,1,3, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,2,3,2,3,3,1,3,1,0,1,1,0,0,0,0,2,1,2, ,0,0,1,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1, , , , , 
114807,53.35511631,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,2,1,0,0,0,0,1,2,2,2,1,2,4, ,3,18876,17000,1876,0,2,8,1,0,0,0,0,2,1,1,12,0,2,7,7,1,0,2, ,3, ,1,1,0,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,3,2,2,3,1,3,2,1,1,1,0,1,0,1,0,0,0,3,2,2, ,0,0,1,2,1,1,0,1,0,0,1,1,1,0,0,0,0,1, , , , , 
115022,25.5682361,21,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,2,2,1,1,1, ,1,20635,17000,2835,800,3, ,1,1,0,0,0,1, ,1,4,0,2,7,8,2,30,1,1,3, ,1,1,1,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,3,2,2,3,2,3,2,1,1,1,0,1,0,1,0,0,0,1,4,1,2,1,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1, , , , , 
115068,49.29277608,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,2,1,0,0,0,0,1,2,2,2,1,2,1, ,3,19268,17000,2268,0,2,26,1,0,0,0,0,1, ,2, , ,1,7,8,2,0,1,2,1,2,1,1,0,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1, , , , , 
115157,51.8314485,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,5,2,0,1,0,0,0,1,2,4,2,1,1,1, ,1,27268,22000,2268,3000,3, ,1,0,1,1,0,2,1,1,2,0,2,6,9,1,0,1,2,2, ,1,1,0,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1, , , , , 
115221,51.91834965,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2,0,1,0,0,0,1,2,3,1,1,2,1, ,1,24835,21500,2835,500,3, ,1,1,0,0,0,1, ,2, , ,2,7,10,2,0,1,1,2, ,1,1,1,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
115251,52.78866753,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,2,3,2,2,1, ,1,19268,17000,2268,0,2,12,1,0,0,0,0,1, ,1,4,0,1,8,8,2,0,2, ,3, ,1,1,0,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,1,2,1,0,0,0,0,0,0,0,2,1,2, ,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, , , , , 
115425,52.58108011,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,5,1,0,0,0,0,0,1,2,4,1,1,2,1, ,1,22398,20130,2268,0,3, ,1,0,0,1,0,2,1,2, , ,2,6,7,3,10,1,1,1,1,1,1,1,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,3,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
115426,51.02196324,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,2,1,0,0,0,0,0,1,2,2,1,1,1,1, ,1,19510,18943,567,0,2,14.5,1,0,0,0,0,1, ,1,3,10,2,6.5,9,5,10,2, ,3, ,1,1,1,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
115441,51.02196324,6,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,2,2,1,0,0,1,0,1,2,2,2,1,1,1, ,1,21000,17000,2268,1732,2,12,1,0,0,0,0,1, ,1,1,0,2,5.5,8,1.5,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1, , , , , 
115663,53.2302111,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,3,1,1,1,1, ,1,19268,17000,2268,0,3, ,1,1,0,0,0,1, ,2, , ,2,9,8,3,30,1,1,2, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,3,3,4,3,2,3,1,3,1,0,1,1,0,0,0,0,2,4,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1, , , 
115785,50.90251998,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,2,1,1,1,0,0,1,2,3,1,1,1,3,1,2,24268,21500,2268,500,3, ,1,1,0,0,0,1, ,2, , ,2,8,7,2,0,2, ,3, ,1,1,0,1,1,0,1,0,0,1, ,0,0,0,0,0,0,0,0,3,2,2,3,2,2,2,1,1,0,0,1,1,1,0,0,0,1,4,2, ,0,0,1,2,1,1,0,1,0,0,0,0,1,0,1,1,0,1, , , , , 
116040,55.19346646,2,2,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,2,2,1,1,1,1, ,2,22800,20130,2670,0,2,12,1,0,0,0,0,2,1,1,8,0,1,7,8,4,0,1,1,3, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,4,3,4,3,4,3,4,1,1,1,1,0,0,0,1,0,0,2,1,1,2,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,1, , , 
116173,53.2302111,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,2,2,1,0,0,0,0,1,2,3,2,1,1,1, ,1,21000,17000,2268,1732,2,12,1,0,0,0,0,2,1,1,1,0,2,6,6,0,30,1,1,3, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,1,2,2,1,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
116270,57.18584904,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,2,1,0,0,0,0,0,1,2,3,2,2,1,1, ,1,20000,17000,3000,0,3, ,1,1,0,0,0,1, ,1,0,20,2,6.5,9,2,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,3,3,2,3,3,1,3,1,0,1,1,0,0,0,0,2,3,2, ,0,0,1,2,1,1,0,1,0,0,1,1,1,0,0,0,0,1, , , , , 
116406,55.19346646,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,2,2,2,1,1,1, ,1,18701,17000,1701,0,2,12,1,0,0,0,0,2,1,2, , ,2,8,8.5,1.5,0,1,1,2, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,2,3,2,1,2,1,1,1,0,1,0,0,0,0,0,1,1,2, ,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,2,1,1, , , 
116448,53.83029914,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,2,1,0,0,0,0,1,2,2,1,1,1,1, ,1,19268,17000,2268,0,3, ,1,1,0,0,0,1, ,2, , ,2,7,8,4,0,1,1,2, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,3,2,3,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , 
116487,40.646391,13,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,3,2,1,1,0,0,0,1,2,3,3,2,1,1, ,1,19268,17000,2268,0,2,11,1,0,0,0,0,2,1,1,2,54,2,7,7,2,40,1,1,1,1,1,1,1,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,1,1,0,0,1,0,0,1,0,0,1,1,2, ,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
116498,48.86365762,5,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,2,3,2,1,1,0,0,0,1,2,4,2,1,1,1, ,1,19400,17000,2400,0,2,12,1,0,0,0,0,2,1,2, , ,1,8,8,2,20,1,2,3, ,1,1,0,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,4,4,3,4,3,3,4,1,3,1,0,1,0,0,0,1,0,2,1,1,1,1,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,1, , , , , 
116746,74.97268399,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,2,1,0,0,0,0,1,2,4,3,4,1,1, ,2,24664,21664,3000,0,2,8,1,0,0,0,0,1, ,1,0,32,2,7,11,1,30,1,1,2, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1, , , , , 
116765,53.16766164,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,2,1,0,0,0,0,0,1,2,4,1,1,1,1, ,1,23530,21130,2400,0,3, ,1,1,0,0,0,1, ,2, , ,2,6,7,3,0,1,1,2, ,1,1,1,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,2,2,3,1,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
116836,52.28662996,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2,1,0,0,0,0,1,2,2,2,1,2,4, ,1,20000,17000,3000,0,2,5,1,0,0,0,0,2,1,1,3,0,1,7,6,2,50,1,1,3, ,1,1,0,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,3,1,0,1,0,0,0,1,0,1,4,2, ,1,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1, , , , , 
117205,77.67740261,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,2,4,2,4,1,1, ,1,21000,17000,3000,1000,3, ,1,1,0,0,0,1, ,1,1,0,2,6,9,2,0,1,1,2, ,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,3,3,3,2,3,1,3,1,2,1,0,1,1,0,0,0,0,1,1,2, ,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1, , , 
117217,50.57779133,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,0,0,0,0,0,1,2,4,1,1,1,1, ,2,17000,17000,0,0,1,11, ,0,0,0,0,1, ,2, , ,2,6,8,4,0,1,1,2, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,3,2,1,3,1,0,1,1,0,0,0,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
117223,50.97532979,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,2,1,1,0,0,0,1,2,3,2,2,1,1, ,1,17990,17000,990,0,2,10,1,0,0,0,0,2,1,1,6,30,2,8,6,2,50,2, ,3, ,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,3,2,2,2,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,2,0,1,1,1,0,0,1,1,0,1,0,0,0,1, , , , , 
117305,53.70428152,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,2,3,1,1,1,1, ,1,19500,17000,2268,232,3, ,1,1,0,1,0,2,1,1,1,0,1,8,10,2.5,0,2, ,3, ,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,4,3,4,4,4,3,5,1,1,1,0,1,1,0,0,0,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
117508,55.19346646,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5,5,1,0,0,0,0,0,1,2,2,2,1,1,1, ,1,19000,18000,0,1000,1,13, ,0,0,0,0,1, ,2, , ,1,7,8,2,40,1,2,1,1,1,1,0,0,1,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,5,5,4,3,3,5,1,1,0,1,0,0,0,0,0,0,1,4,1,1,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1, , , , , 
117537,49.17738088,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,2,2,1,1,0,0,0,1,2,3,1,1,1,1, ,1,20835,17000,2835,1000,3, ,1,1,0,1,0,2,1,2, , ,2,8,7,3,30,1,1,3, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,0,0,1,1,1,0,0,1,0,0,1,0,0,1, , , , , 
117597,52.91867064,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,5,1,0,0,0,0,0,1,2,3,1,1,1,1, ,1,23198,19930,2268,1000,3, ,1,0,1,0,0,1, ,2, , ,2,8,10,3,10,1,1,2, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1, , , , , 
118302,40.646391,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,2,1,0,0,0,0,0,1,2,3,2,2,2,1, ,1,23000,20000,3000,0,3, ,1,0,0,1,0,2,1,1,4,0,2,6,8,1,0,1,1,2, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,2,1,2,1,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , 
118464,51.02196324,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,2,2,1,1,2,1,3,20000,17000,3000,0,3, ,1,1,0,0,0,1, ,2, , ,2,9,10,3,0,1,1,3, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,1,1,2,1,1,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
118983,53.70428152,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,3,1,1,2,1, ,2,19463,17000,2463,0,2,15,1,0,0,0,0,1, ,1,6,30,2,8,6,3,0,2, ,1,2,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,4,3,4,2,3,4,1,3,1,0,1,1,0,0,0,0,2,2,2, ,0,0,1,2,1,0,1,1,0,0,1,1,1,0,0,0,0,1, , , , , 
119046,52.78866753,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,2,2,2,2,1,1, ,1,20000,17000,2268,732,3, ,1,1,0,0,0,1, ,1,1,0,2,9,7.5,2,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,2,2,1,2,1,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,1, , , , , 
119243,49.17738088,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,2,1,0,0,0,0,1,2,3,1,1,1,1, ,1,21000,18000,2400,600,3, ,1,0,0,0,1,1, ,1,2,6,2,7,8,2,20,1,2,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,2,2,1,3,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1, , , , , 
119516,56.98699353,5,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,2,1,0,0,0,0,0,1,2,4,3,2,1,1, ,2,24000,21500,2000,500,2,18.75,1,0,0,0,0,1, ,1,2,30,2,7,10,2,50,1,3,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,3,3,2,2,3,2,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,2,0,1,1,1,0,0,1,0,0,0,1,1,0,1, , , , , 
119709,53.62310226,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,2,3,2,1,1,1, ,1,19268,17000,2268,0,3, ,1,1,0,0,0,1, ,1,0,20,2,7.5,7.5,1,30,2, ,1,1,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,2,2,3,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,1,0,1,0,0,1,1,1,0,0,0,0,1, , , , , 
119723,54.71297952,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,2,4,1,1,1,1, ,2,23268,20500,2268,500,3, ,1,1,0,0,0,1, ,2, , ,2,8,9,5,0,1,1,1,2,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,1,3,0,1,0,0,1,1,0,0,3,2,2, ,1,0,0,2,0,1,1,1,0,0,1,1,0,1,0,0,0,1, , , , , 
119874,50.97532979,6,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,3,1,2,1,1, ,1,23000,19000,3000,1000,3, ,1,0,1,1,0,2,1,1,2,0,2,8,7,1,0,1,1,1,2,1,1,0,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,2,2,3,1,1,2,1,1,0,0,1,0,0,0,0,0,4,2,2, ,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3, , , , 
120152,53.36167925,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,1,0,0,0,0,1,2,4,1,1,1,1, ,1,19268,17000,2268,0,3, ,1,1,0,1,0,2,1,2, , ,2,8.5,7,3.5,0,1,1,2, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,2,3,1,2,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,1,0,0,1,1,1,0,0,0,0,1, , , , , 
