no,w1,w2,w3,industry,scale,q1,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2a_9,q2a_10,q3,aq3,aq3a,q3b,q3c_1,q3c_2,q3c_3,q3c_4,q3c_5,q3c_6,q3c_7,q3c_8,q3e_1,q3e_2,q3e_3,q3e_4,q3e_5,q3e_6,q3e_7,q3e_8,q4,q4a_1,q4a_2,q4a_3,q4a_4,q4a_5,q4a_6,q4a_7,q4a_8,q4a_9,q4b,q4bb_1,q4bb_2,q4bb_3,q4bb_4,q4bb_5,q4bb_6,q4bb_7,q4bb_8,q4bb_9,q4bb_10,q5,q5b_1,q5b_2,q5b_3,q5b_4,q5b_5,q5b_6,q5b_7,q5b_8,q5b_9,q5b_10,q5b_11,nq6b,nq6c_1,nq6c_2,nq6c_3,nq6c_4,q7a,q7b,q7bb,q7ca,q7cb,nq7d,nq7db,nq7dc,q8,q8a2,q8a3,q9,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q12,q13_1,q13_2,q13_3,q13_4,q13_5,q13_6,q14,q14a,q14b_1,q14b_2,q14b_3,q14b_4,q14b_5,q15a_1,q15a_2,q15a_3,q15a_4,q15a_5,q15a_6,q16,q16a,q17,q17a_1,q17a_2,q18,q18a_1,q18a_2,q18a_3,q18a_4,q18a_5,q19_1,q19_2,q19_3,q19_4,q19_5,q19_6,q19_7,q19_8,q19_9
66820,9.8909626719057,9.74668275030157,9.74668275030157,17,1,1,1,1,0,0,0,0,0,1,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11,152,0,27470,0,0,3600,0,2,1, ,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,3,1,1,1,1,0,4,4,4,4,4,4,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,0,0,0,0
67105,9.8909626719057,9.74668275030157,9.74668275030157,17,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,152,0,27470,0,0,5500,0,1, , ,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2,1,1,0,0,0,4,4,4,4,4,4,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67227,9.8909626719057,9.74668275030157,19.4933655006031,17,1,2,1,1,0,1,0,0,1,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,11,152,20,30770,3060,0,600,0,1, , ,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,5,5,5,3,4,5,2, ,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
67368,10.7619047619048,13.0668058455115,156.801670146138,3,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,12,0,12,0,0,11,152,0,27470,0,0,0,0,2,1, ,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,3,3,3,3,3,3,2, ,2,0,0, ,0,0,0,0,0,0,1,1,1,1,0,0,0,0
67406,3.71428571428571,3.95169082125604,110.647342995169,24,3,2,1,1,0,0,0,0,1,1,0,0,0,1,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,28,0,0,11,152,10,27470,1540,0,0,0,1, , ,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,5,5,5,4,5,5,1,1,1,1,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0
67498,9.5,9.12222222222222,18.2444444444444,23,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,11,152,15,31800,2664,0,23000,0,1, , ,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,3,1,1,1,0,0,4,4,4,4,4,4,2, ,3,0,0, ,0,0,0,0,0,1,1,1,0,0,0,0,0,0
67566,9.40344827586207,9.19021739130435,55.1413043478261,14,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,11,152,0,27470,0,2000,2000,0,1, , ,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,1,1,1,1,0,0,0,4,4,4,4,4,4,1,1,1,1,0,2,1,0,1,1,0,1,1,1,0,1,0,0,0,0
67575,9.4622641509434,9.71787709497207,29.1536312849162,3,1,1,1,1,1,1,0,1,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,152,0,27470,0,0,0,0,3, ,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,3,1,1,1,1,0,4,3,3,4,4,4,1,1,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67598,9.8909626719057,9.74668275030157,29.2400482509047,17,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,152,32,30470,5856,0,44205,0,2,1, ,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,1,1,1,1,0,5,5,5,5,5,5,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67685,3.625,2.88842975206612,106.871900826446,10,3,4,1,1,0,1,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,37,9,28,0,0,11,152,44,27870,7568,4300,5000,0,2,1, ,1,1,0,1,0,0,0,0,1,0,0,0,0,4,1,1,0,0,0,0,1,3,1,1,0,1,0,4,4,4,3,4,4,1,1,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
67699,9.81111111111111,10.5035714285714,21.0071428571428,15,1,2,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,11,152,38,31270,5785,1000,1500,0,1, , ,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,4,4,4,4,4,4,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67880,8.625,10.3863636363636,10.3863636363636,18,1,1,1,0,0,1,0,0,0,0,0,1,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11,152,0,27470,0,0,2000,0,2,1, ,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,5,5,5,5,5,5,1,2,3,0,0, ,0,0,0,0,0,1,1,0,0,0,0,0,0,0
67984,8.79393939393939,8.79549950544016,105.545994065282,17,2,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,11,152,39,28149,6708,0,7083,0,2,1, ,2,0,0,1,0,1,0,0,1,0,0,1,0,2,1,1,0,0,0,0,1,2,1,1,1,1,0,4,4,4,4,4,4,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,0,1,0,0
68033,7.18181818181818,6.79644268774704,258.264822134387,3,3,1,1,1,0,1,0,0,0,0,1,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,0,38,0,0,11,152,10,29714,1944,0,36400,0,2,1, ,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,3,1,1,0,0,0,4,4,4,3,4,4,1,1,1,1,0,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0
68099,9.4622641509434,9.71787709497207,29.1536312849162,3,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,152,38,28470,5814,0,2000,0,1, , ,1,0,0,0,0,1,0,0,0,0,0,0,1, ,1,0,0,0,0,0,1,3,1,1,1,1,0,4,4,3,4,4,4,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68231,9.8909626719057,9.74668275030157,9.74668275030157,17,1,1,1,0,0,1,0,0,1,0,0,1,0,2,2, , ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,11,152,40,27470,6800,0,11000,0,1, , ,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,4,3,3,3,2,3,1,2,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
68370,2.90909090909091,2.94736842105263,2.94736842105263,2,2,1,1,1,0,1,1,1,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,152,0,28500,0,30000,0,0,2,1, ,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,3,1,1,1,1,0,4,4,4,3,3,3,1,1,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68382,9.8909626719057,9.74668275030157,19.4933655006031,17,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,11,152,0,27470,0,0,0,0,1, , ,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,2,1,1,1,0,0,1,1,1,1,0,0,0,0,0
68416,10,10.2,316.2,23,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0,31,0,0,11,152,10,27470,1795,3600,28688,0,2,1, ,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2, ,0,0,0,0,0,4,4,3,3,4,4,1,2,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,1,0,0
68440,10.7619047619048,13.0668058455115,326.670146137787,3,2,1,1,1,0,0,0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,11,152,0,27470,0,0,0,0,1, , ,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,3,1,1,1,1,1,5,4,5,4,5,5,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
68521,10.5769230769231,12.4166666666667,37.2500000000001,4,1,1,1,0,0,0,0,0,1,0,1,1,0,2,2, , ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0,0,1,0,0,3,3,0,0,0,11,152,29,31907,4437,0,0,0,1, , ,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3,1,1,1,1,0,4,4,4,3,4,4,1,1,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
68669,8.11428571428571,7.19619047619048,79.1580952380953,26,2,3,1,0,0,0,0,0,1,0,0,0,0,2, , , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,11,2,0,9,0,11,152,54,27470,8000, , , ,2,1, ,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,4,4,4,4,4,4,2, ,2,0,0, ,0,0,0,0,0,1,1,1,0,1,1,1,0,0
68755,9.81111111111111,10.5035714285714,42.0142857142856,15,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,4,2,2,0,0,11,152,48,27470,8268,20000,8000,0,3, ,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,4,4,4,4,4,4,1,2,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
68810,9.75423728813559,9.51905487804878,28.5571646341463,21,1,2,1,1,0,0,0,1,1,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,152,0,27470,0,0,3000,0,2,1, ,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,4,4,4,4,4,4,1,2,1,0,1, ,0,0,0,0,0,0,1,0,0,1,0,0,0,0
68922,9.40344827586207,9.19021739130435,9.19021739130435,14,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,152,0,27470,0, , , ,2,1, ,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,3,1,0,0,0,0,5,5,5,5,5,5,1,2,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68997,9.73333333333333,10.8425196850394,10.8425196850394,6,1,1,1,0,0,0,0,0,0,0,0,1,0,2,2, , ,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,152,0,27470,0,0,10000,0,1, , ,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,3,3,3,3,3,3,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69015,9.8909626719057,9.74668275030157,38.9867310012063,17,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,11,152,28,27470,4284,0,1200,0,2,1, ,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2, ,0,0,0,0,0,5,5,5,5,5,5,1,2,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69227,9.40677966101695,9.15286624203822,9.15286624203822,8,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,152,0,28970,0,0,30000,0,1, , ,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,4,4,4,4,4,4,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,1,0,0
69236,9.75423728813559,9.51905487804878,19.0381097560976,21,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,11,152,0,27470,0,0,27470,0,1, , ,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,3,1,1,0,1,0,5,5,5,5,5,5,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
69237,9.8909626719057,9.74668275030157,9.74668275030157,17,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,11,152,0,27470,0,0,0,0,1, , ,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,3,3,3,3,3,3,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69333,11.038961038961,13.0452261306533,39.1356783919599,22,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,152,0,27470,0,0,0,0,1, , ,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,4,4,4,4,4,4,1,2,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69421,6.875,7.98837209302326,407.406976744186,22,4,3,1,1,0,1,1,0,1,1,1,0,0,1,1,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,0,1,1,0,51,0,51,0,0,11,152,40,27470,6890,0,0,0,2,1, ,1,0,1,0,1,1,0,1,1,0,1,0,0,2,1,1,0,0,0,0,1,3,1,1,0,1,0,4,3,3,2,4,4,1,1,1,1,1,2,0,0,1,0,0,1,1,1,1,1,1,0,0,0
69442,9.40344827586207,9.19021739130435,27.570652173913,14,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,152,10,28970,1530,0,16000,0,1, , ,1,0,0,1,0,1,0,0,0,0,0,0,1, ,0,1,0,0,0,0,1,1,1,1,1,0,0,3,3,3,3,3,3,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69475,8.96551724137931,8.92489795918367,133.873469387755,1,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,15,0,12,3,0,11,152,0,27470,0,0,0,0,2,1, ,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,2, ,0,0,0,0,0,3,4,4,2,3,3,1,1,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69493,6,6.10335195530726,494.371508379888,23,4,2,1,1,0,1,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,81,0,81,0,0,11,152,11,29029,1900,1754,3800,0,2,1, ,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,3,1,1,1,1,0,4,4,3,4,4,4,1,2,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0
69516,8.4,9.37988826815642,534.653631284916,13,3,2,1,0,1,1,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,0,57,0,0,11,152,46,27470,7358,0,8500,0,2,1, ,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,1,1,1,1,0,4,5,4,4,4,4,1,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1
69550,9.8909626719057,9.74668275030157,48.7334137515079,17,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,5,1,4,0,0,11,152,0,27470,0,0,0,0,1, , ,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,1,1,1,1,0,3,3,3,3,3,4,2, ,3,0,0, ,0,0,0,0,0,1,0,0,1,0,0,0,0,0
69598,9.8909626719057,9.74668275030157,29.2400482509047,17,1,2,1,1,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,11,152,0,27470,0,0,5000,0,1, , ,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,3,1,0,0,0,0,4,4,4,4,4,4,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69653,10.020618556701,10.3803786574871,31.1411359724613,1,1,3,1,1,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,11,152,0,27470,0,0,2400,0,1, , ,1,0,0,1,0,1,0,0,0,0,0,1,0, ,1,1,0,0,0,0,1,1,1,1,0,1,0,4,4,4,4,5,4,2, ,2,0,0, ,0,0,0,0,0,1,0,1,1,1,0,0,0,0
69665,10.0754716981132,11.1240310077519,55.6201550387595,20,1,2,1,1,0,1,0,1,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,11,152,32.9,28667,5034,40420,56190,0,2,1, ,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,4,4,4,4,4,4,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69679,9.8909626719057,9.74668275030157,9.74668275030157,17,1,1,1,0,0,0,0,0,0,1,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,152,16,30320,2928, , , ,1, , ,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,1,1,1,1,0,5,5,5,4,4,4,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69691,9.75423728813559,9.51905487804878,28.5571646341463,21,1,1,1,1,0,0,0,1,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,152,0,30677,0,11980,24682,0,2,1, ,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,1,1,1,0,0,4,4,4,4,4,4,1,1,1,1,0,2,1,0,1,0,0,1,0,1,0,1,0,0,0,0
69696,9.4622641509434,9.71787709497207,87.4608938547486,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,11,152,8,27470,1536,0,3000,0,1, , ,1,0,0,1,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,1,3,1,1,1,1,1,4,4,4,3,4,4,1,2,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1
69729,9.75423728813559,9.51905487804878,19.0381097560976,21,1,2,1,1,0,0,0,0,1,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,11,152,0,27470,0,0,0,0,2,1, ,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,4,4,5,3,4,4,1,2,2,0,0, ,0,0,0,0,0,1,1,1,1,0,1,0,0,0
