no,w,j1,j2,q1_1,q1_2,q1_3,q1_4,q1_5,q1_6,q2,q3,q4,q4a_1,q4a_2,q4a_3,q4a_4,q5,q5a_1,q5a_2,q5a_3,q5a_4,q5a_5,q5a_6,q5a_7,q5a_8,q5a_9,q6,q6a_1,q6a_2,q6a_3,q6a_4,q6a_5,q6a_6,q6a_7,q6a_8,q6a_9,q6a_10,q6a_11,q7,q8a,q8b,q8c,q8d,q8e,nq9a_1,nq9a_2,nq9b_1,nq9b_2,nq10a,nq10ab,q10b,nq10bb,q11,q11a2,q11a3,q12,q13a,q13ab,nq13b,q14,q15,nq15a,nq15b,q16,q16a,q17,q18,q18a,q18b_1,q18b_2,q18b_3,q18b_4,q18b_5,q18b_6,q18b_7,q18b_8,q19,q19a,q20_1,q20_2,q20_3,q20_4,q20_5,q20_6,q20_7,q21,q21a,q21b_1,q21b_2,q21b_3,q21b_4,q21b_5,q21b_6,q21b_7,q21b_8,q21c,q21d,q22,q22a,q23,q23a_1,q23a_2,q24,q24a_1,q24a_2,q24a_3,q24a_4,q24a_5,q25_1,q25_2,q25_3,q25_4,q25_5,q25_6,q25_7,q25_8
83145,52.4868421052632,7,1,1,1,1,1,1,0,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,6.5,8.5,1,30,20000,2668,2,2000,1, , ,1,2,1,12,1,1,0,30,1,1,1,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,0,0,0,0,0
83405,55.8658536585366,14,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,1,2,3,2,1,2,6.5,9.5,1,30,20000,3335,2,3000,1, , ,1,4,1,12,1,1,1,30,1,1,1,1, , , , , , , , , ,1,2,3,4,3,3,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,1,0,2,0,1,0,0,0,1,1,1,1,1,1,0,0
83516,40.1,15,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,2,1,1,1,7,7,4,30,20000,3335,2,10000,1, , ,1,5,1, ,1,2, , ,1,1,1,1, , , , , , , , , ,2, ,2,2,2,3,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
83733,44.1714285714286,3,1,1,1,1,1,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,1,7,11,3,0,21500,0,2,6000,1, , ,1,1, ,24,1,1,3,12,1,1,2,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,1,3,1,0,0,0,1,0,1,0,4,3,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
83845,51.9903846153846,4,1,1,1,1,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,7.5,8.5,3,30,20000,3335,2,6000,1, , ,1,5,1, ,1,2, , ,2, ,2,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,1,2,0,0,0,0,1,1,1,1,1,1,1,0,0
83881,53.032,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,9,6,1,0,23335,2668,2,0,1, , ,1,2,1,24,2,2, , ,2, ,1,1, , , , , , , , , ,1,2,2,1,2,2,2,2,2,1,1,1,1,0,0,0,1,0,0,1,4,1,2,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
84419,53.032,3,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,8,8,1,30,20000,3335,2,3000,1, , ,1,5,1, ,1,2, , ,1,1,2,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
84493,52.084388185654,2,1,1,0,0,0,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,2,7,7,4,0,20000,2668,2,6000,2,1, ,2,2,1,8,1,2, , ,1,1,1,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,4,2, ,2,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0
84888,50.5268817204301,2,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,1,7,7,2,0,21500,0,2,3600,1, , ,1,1, ,12,1,1,0,30,1,1,3,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
84946,49.375,5,1,1,1,1,1,1,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,6,6,2,0,23000,3335,2,12000,1, , ,1,2,1,12,1,1,0,30,1,1,1,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,0,0,0,0,1,1,1,1,1,1,1,0,0
85554,51.9903846153846,4,1,1,1,1,1,1,0,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,6,8,4,0,20000,2668,2,5000,1, , ,1,3,1,12,1,1,0,30,1,1,2,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
86077,52.4868421052632,7,1,1,0,1,0,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7,6,1,10,21500,3335,2,3600,1, , ,1,2,1,8,1,1,1,0,1,1,3,1, , , , , , , , , ,1,2,1,1,2,2,1,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
86110,53.032,3,1,0,1,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,2,2,1,1,1,7,9,1,0,18500,2835,2,4000,1, , ,1,5,1, ,1,1,0,30,1,1,3,1, , , , , , , , , ,1,2,4,3,3,3,2,4,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
86644,51.9903846153846,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,7,9,4,30,19000,2835,2,0,4, , ,1,5,1, ,1,1,2,0,1,1,2,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
86983,53.032,3,1,1,1,1,0,1,0,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7,9,4,30,20000,2668,2,6600,3, ,1,2,2,1,8,1,2, , ,2, ,3,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
87146,52.3703703703704,1,1,1,1,1,1,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1,2,3,1,1,1,7,7,2,30,17000,2268,2,10000,1, , ,1,5,1, ,1,2, , ,1,1,1,1, , , , , , , , , ,1,2,3,3,3,3,3,2,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
87308,53.032,3,1,1,1,0,0,0,0,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,6,8,3,30,22000,3335,1, ,1, , ,1,5,1, ,1,2, , ,2, ,1,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,3,0,0, ,0,0,0,0,0,1,1,0,0,1,0,0,0
87456,52.3703703703704,1,1,1,1,1,1,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2,2,1,1,1,8,9,4,30,21332,2668,2,0,1, , ,1,2,1,12,1,1,2,0,1,1,3,1, , , , , , , , , ,1,2,3,3,2,3,2,3,2,1,1,1,0,1,0,1,0,0,0,1,4,2, ,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
87622,41.625,8,1,1,0,1,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,4,1,8,6,3,0,23000,0,2,10000,1, , ,3,1, ,24,1,1,3,0,1,1,3,1, , , , , , , , , ,1,2,1,1,1,1,2,2,2,1,1,0,0,1,0,1,0,1,0,1,4,2, ,2,0,0, ,0,0,0,0,0,1,0,1,0,0,0,0,0
87641,38.7894736842105,14,1,1,1,1,0,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,1,8,6,2,0,17108,2268,2,1200,1, , ,1,2,1,14,1,1,3,0,1,1,3,1, , , , , , , , , ,1,2,3,3,3,3,3,3,3,1,3,0,0,1,1,0,1,0,0,2,1,1,2,2,0,0, ,0,0,0,0,0,0,1,1,1,1,0,0,0
88474,50.5714285714286,11,1,1,1,1,1,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,1,1,7,7,2,0,20332,2668,2,9000,1, , ,1,2,1,24,1,1,2,0,1,1,1,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,0,2,2,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
88802,50.5268817204301,2,1,1,0,1,0,0,0,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,1,0,0,1,2,4,2,2,1,8,7,2,0,24000,0,2,9000,1, , ,1,1, ,24,1,1,2,0,1,1,1,1, , , , , , , , , ,1,2,3,3,3,3,3,2,3,1,1,0,0,1,1,1,0,0,0,2,1,2, ,2,0,0, ,0,0,0,0,0,1,1,1,1,1,0,0,0
89391,5,21,1,1,1,1,1,1,0,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,1,1,1,1,0,1,2,4,1,4,2,8,6,1,30,17000,2268,2,6000,1, , ,1,5,1, ,1,2, , ,2, ,2,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
89695,52.084388185654,2,1,0,0,1,0,0,0,1,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,1,1,7,9,3,0,23892,3200,2,0,2,1, ,3,2,1,6,1,2, , ,1,1,3,1, , , , , , , , , ,2, ,2,3,3,3,2,3,3,1,3,0,0,0,0,0,1,0,0,1,1,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
89926,52.8125,2,1,1,0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,1,2,4,1,4,2,8,8.5,3,0,23000,2668,2,0,1, , ,2,2,1,12,1,1,3,0,1,1,1,1, , , , , , , , , ,2, ,4,4,4,3,4,3,4,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,0,0,0
89989,50.7951807228916,8,1,0,0,0,0,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,2,2,1,1,1,8,10,4,0,20000,2001,2,6000,2,1, ,1,3,1,12,1,1,0,48,1,1,3,1, , , , , , , , , ,2, ,5,3,3,5,4,3,4,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
90681,2,8,1,1,1,1,0,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,3,2,7,8,3,0,25250,3367,2,5000,1, , ,1,5,1, ,1,1,1,0,1,1,1,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,1,1,1,0,1,0,1,0,0,0,3,4,1,1,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
91348,52.3703703703704,1,1,1,1,1,1,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,7,9,3,30,23000,2001,2,3000,1, , ,1,3,1,15,1,1,2,30,1,2,1,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0
91404,41.92,5,1,1,1,0,0,0,0,2,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,2,7,8,3,0,22332,2668,2,5000,2,1, ,2,2,1,12,1,1,1,0,1,1,1,1, , , , , , , , , ,2, ,2,1,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0
91421,51.9903846153846,4,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,9,7,2,0,20000,3335,2,6000,1, , ,1,5,1, ,1,2, , ,1,1,3,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
91455,11.25,14,2,1,1,1,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,2,1,6,6,4,0,20000,0,2,12000,1, , ,1,1, ,12,1,1,1,43,1,1,2,1, , , , , , , , , ,1,2,2,2,3,2,2,2,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1
91631,54.3766233766234,13,1,1,1,1,1,1,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,1,1,8,8,3,0,20000,2001,2,8000,1, , ,1,3,1,24,1,1,0,30,1,1,1,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1
91983,42.5714285714286,5,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,4,1,8,9,2,0,24000,3335,2,3000,2,1, ,1,2,1,12,1,1,2,0,1,1,1,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
92073,41.92,5,1,0,1,0,0,0,0,1,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,2,4,1,2,1,6,7.5,2,30,20000,2001,2,2000,1, , ,3,2,1,24,1,1,4,0,1,1,1,1, , , , , , , , , ,2, ,3,3,3,3,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,1,2,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
92099,52.4868421052632,7,1,1,1,1,0,0,0,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,7,8,2,0,21926,3335,2,2000,1, , ,1,5,1, ,1,2, , ,1,1,3,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1
92840,51.4490566037736,6,1,1,1,1,1,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1,2,2,1,1,1,8,10.5,2,30,19752,2268,2,3000,1, , ,1,2,1,24,1,1,0,48,1,2,1,1, , , , , , , , , ,2, ,3,3,3,3,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0
93292,52.3703703703704,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7.5,7.5,4,0,20000,3335,2,1000,1, , ,1,2,1,12,1,1,4,0,1,1,2,1, , , , , , , , , ,2, ,2,2,3,3,3,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
93523,50.5268817204301,2,1,1,0,0,0,0,0,5,5,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,2,3,2,2,2,7,7,4,0,20000,2668,1, ,1, , ,2,2,1,12,1,1,2,12,1,1,1,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,1,3,1,0,1,0,0,0,0,0,2,4,2, ,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
93609,52.084388185654,2,1,1,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,8,7,3,0,23000,2001,2,0,1, , ,1,2,1,12,1,1,3,0,1,1,1,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,0,0,1,1,0,0,0,0
94075,52.084388185654,2,1,1,1,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,9.5,7,1,30,24000,2668,2,5000,1, , ,2,2,1,10,1,2, , ,1,1,1,1, , , , , , , , , ,2, ,1,1,1,2,1,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
94261,51.4490566037736,6,1,1,1,1,1,0,0,1,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,1,0,0,0,1,2,2,2,1,1,6,7.5,2,0,22000,2835,2,6000,1, , ,1,4,1,12,1,1,4,0,1,2,2,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
94349,50.6818181818182,12,1,1,1,1,1,1,0,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,6,9,1,30,22000,3335,2,42000,1, , ,1,5,1, ,1,2, , ,1,1,1,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1
94445,50.6818181818182,12,1,1,1,1,1,0,0,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,2,6.5,7.5,2,30,21000,2668,2,28000,2,1, ,1,2,1,24,1,1,0,48,1,2,1,1, , , , , , , , , ,2, ,3,3,2,2,3,4,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
94665,45.4805194805195,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,7.5,6.5,3,0,20000,2268,2,8000,1, , ,1,2,1,15,1,1,6,0,2, ,3,1, , , , , , , , , ,1,2,2,3,3,2,3,2,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
94805,52.3703703703704,1,1,1,1,1,0,0,0,1,5,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,2,2,2,1,2,6,10,2,30,22000,0,2,2000,1, , ,1,1, ,14,1,1,2,0,1,1,3,1, , , , , , , , , ,2, ,1,1,1,1,1,2,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
95697,51.4490566037736,6,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,2,2,2,1,2,7,7,2,0,20000,3335,2,3000,2,1, ,2,4,1,12,1,1,2,0,1,1,1,1, , , , , , , , , ,2, ,3,3,3,3,2,3,3,1,3,0,0,1,1,0,1,0,0,1,2,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
95853,51.9903846153846,4,1,1,1,1,1,1,0,5,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,2,2,1,1,2,7.5,8,2,0,24000,2668,2,28000,1, , ,1,3,1,24,2,1,1,36,1,1,1,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1
95885,2.5,10,1,1,1,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,7,7,4,0,25250,4210,2,3600,1, , ,1,3,1,24,1,1,1,30,1,1,1,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1
95991,52.3703703703704,1,1,1,1,1,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,8,12,4,0,20000,2668,2,2000,1, , ,1,2,1,14,1,1,4,0,1,1,1,1, , , , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,0,0,1,0,1,1,0,0,3,4,2, ,2,0,0, ,0,0,0,0,0,1,1,1,1,1,0,0,0
96129,51.4490566037736,6,1,1,0,0,1,0,0,1,1,2,0,0,1,0,2,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,1,2,3,2,1,2,6,8,2,0,20000,2668,2,2000,1, , ,2,3,1,24,1,1,1,30,2, ,2,1, , , , , , , , , ,1,2,3,3,4,4,3,3,4,1,1,1,1,1,0,0,0,0,0,1,4,1,2,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
96229,39.8947368421053,16,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,2,7,8,3,30,20000,0,2,2000,1, , ,1,1, ,24,1,1,3,12,1,1,2,1, , , , , , , , , ,1,2,3,3,3,3,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1
96683,44.1714285714286,3,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,2,2,7,8,4,30,20665,3335,2,9600,2,1, ,3,5,1, ,1,2, , ,1,1,1,1, , , , , , , , , ,2, ,1,1,2,1,1,2,2,1,1,1,0,1,1,0,0,0,0,2,2,2, ,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
96961,52.3703703703704,1,1,1,0,0,0,0,0,1,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,7,8,3,0,17000,2268,2,0,1, , ,1,2,1,12,1,1,1,42,1,1,3,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
97197,41.4782608695652,4,1,0,1,1,0,1,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,4,1,8,7,3,0,22000,2000,2,12000,1, , ,1,3,1,24,1,1,1,0,2, ,2,1, , , , , , , , , ,1,2,3,3,3,3,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,1,2,2,0,0, ,0,0,0,0,0,1,1,0,0,0,0,0,0
97699,50.7951807228916,8,1,1,1,1,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,3,1,1,2,6,9,4,30,20000,3335,2,600,1, , ,1,2,1,15,1,1,0,30,1,1,3,1, , , , , , , , , ,1,2,3,3,3,3,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,1,1,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
97740,42.3333333333333,19,1,1,1,1,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,2,8,7,1,30,20000,3335,1, ,1, , ,2,5,1, ,1,1,1,0,1,1,3,1, , , , , , , , , ,2, ,1,1,2,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,0,0,0,0,0,0
97771,51.9903846153846,4,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,6.5,5,2,0,20000,3335,2,12000,1, , ,1,5,1, ,1,1,0,30,1,1,2,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,1,3,1,1,1,0,0,0,0,0,1,3,1,2,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
